,Area Code (FAO),Area,Months Code,Months,Year Code,Year,Value
25469,21,Brazil,7001,January,1998,1998,1.38
25470,21,Brazil,7001,January,1999,1999,0.684
25471,21,Brazil,7001,January,2000,2000,0.594
25472,21,Brazil,7001,January,2001,2001,0.366
25473,21,Brazil,7001,January,2002,2002,0.479
25474,21,Brazil,7001,January,2003,2003,1.105
25475,21,Brazil,7001,January,2004,2004,0.788
25476,21,Brazil,7001,January,2005,2005,1.157
25477,21,Brazil,7001,January,2006,2006,1.045
25478,21,Brazil,7001,January,2007,2007,1.205
25479,21,Brazil,7001,January,2008,2008,0.366
25480,21,Brazil,7001,January,2009,2009,0.596
25481,21,Brazil,7001,January,2010,2010,1.035
25482,21,Brazil,7001,January,2011,2011,0.669
25483,21,Brazil,7001,January,2012,2012,0.359
25484,21,Brazil,7001,January,2013,2013,0.814
25485,21,Brazil,7001,January,2014,2014,0.947
25486,21,Brazil,7001,January,2015,2015,1.467
25487,21,Brazil,7001,January,2016,2016,1.314
25488,21,Brazil,7001,January,2017,2017,1.122
25489,21,Brazil,7001,January,2018,2018,1.045
25490,21,Brazil,7001,January,2019,2019,1.547
25491,21,Brazil,7001,January,2020,2020,1.28
25492,21,Brazil,7002,February,1961,1961,-0.221
25493,21,Brazil,7002,February,1962,1962,-0.018
25494,21,Brazil,7002,February,1963,1963,-0.304
25495,21,Brazil,7002,February,1964,1964,0.144
25496,21,Brazil,7002,February,1965,1965,-0.048
25497,21,Brazil,7002,February,1966,1966,-0.005
25498,21,Brazil,7002,February,1967,1967,-0.149
25499,21,Brazil,7002,February,1968,1968,-0.481
25500,21,Brazil,7002,February,1969,1969,0.598
25501,21,Brazil,7002,February,1970,1970,0.225
25502,21,Brazil,7002,February,1971,1971,-0.168
25503,21,Brazil,7002,February,1972,1972,-0.419
25504,21,Brazil,7002,February,1973,1973,0.885
25505,21,Brazil,7002,February,1974,1974,-0.075
25506,21,Brazil,7002,February,1975,1975,0.023
25507,21,Brazil,7002,February,1976,1976,-0.41
25508,21,Brazil,7002,February,1977,1977,0.055
25509,21,Brazil,7002,February,1978,1978,0.252
25510,21,Brazil,7002,February,1979,1979,0.066
25511,21,Brazil,7002,February,1980,1980,-0.019
25512,21,Brazil,7002,February,1981,1981,0.256
25513,21,Brazil,7002,February,1982,1982,0.116
25514,21,Brazil,7002,February,1983,1983,0.629
25515,21,Brazil,7002,February,1984,1984,0.729
25516,21,Brazil,7002,February,1985,1985,0.116
25517,21,Brazil,7002,February,1986,1986,0.117
25518,21,Brazil,7002,February,1987,1987,0.459
25519,21,Brazil,7002,February,1988,1988,0.595
25520,21,Brazil,7002,February,1989,1989,0.21
25521,21,Brazil,7002,February,1990,1990,0.356
25522,21,Brazil,7002,February,1991,1991,0.567
25523,21,Brazil,7002,February,1992,1992,-0.001
25524,21,Brazil,7002,February,1993,1993,-0.05
25525,21,Brazil,7002,February,1994,1994,0.58
25526,21,Brazil,7002,February,1995,1995,0.472
25527,21,Brazil,7002,February,1996,1996,0.698
25528,21,Brazil,7002,February,1997,1997,0.214
25529,21,Brazil,7002,February,1998,1998,1.611
25530,21,Brazil,7002,February,1999,1999,0.771
25531,21,Brazil,7002,February,2000,2000,0.232
25532,21,Brazil,7002,February,2001,2001,0.695
25533,21,Brazil,7002,February,2002,2002,0.456
25534,21,Brazil,7002,February,2003,2003,0.911
25535,21,Brazil,7002,February,2004,2004,0.305
25536,21,Brazil,7002,February,2005,2005,0.924
25537,21,Brazil,7002,February,2006,2006,1.024
25538,21,Brazil,7002,February,2007,2007,0.749
25539,21,Brazil,7002,February,2008,2008,0.423
25540,21,Brazil,7002,February,2009,2009,0.652
25541,21,Brazil,7002,February,2010,2010,1.523
25542,21,Brazil,7002,February,2011,2011,0.57
25543,21,Brazil,7002,February,2012,2012,0.548
25544,21,Brazil,7002,February,2013,2013,0.829
25545,21,Brazil,7002,February,2014,2014,0.817
25546,21,Brazil,7002,February,2015,2015,0.967
25547,21,Brazil,7002,February,2016,2016,1.751
25548,21,Brazil,7002,February,2017,2017,1.007
25549,21,Brazil,7002,February,2018,2018,0.585
25550,21,Brazil,7002,February,2019,2019,1.238
25551,21,Brazil,7002,February,2020,2020,1.054
25552,21,Brazil,7003,March,1961,1961,0.011
25553,21,Brazil,7003,March,1962,1962,0.017
25554,21,Brazil,7003,March,1963,1963,0.15
25555,21,Brazil,7003,March,1964,1964,-0.12
25556,21,Brazil,7003,March,1965,1965,-0.723
25557,21,Brazil,7003,March,1966,1966,-0.018
25558,21,Brazil,7003,March,1967,1967,-0.22
25559,21,Brazil,7003,March,1968,1968,-0.492
25560,21,Brazil,7003,March,1969,1969,0.475
25561,21,Brazil,7003,March,1970,1970,0.195
25562,21,Brazil,7003,March,1971,1971,-0.004
25563,21,Brazil,7003,March,1972,1972,0.009
25564,21,Brazil,7003,March,1973,1973,0.644
25565,21,Brazil,7003,March,1974,1974,-0.338
25566,21,Brazil,7003,March,1975,1975,0.093
25567,21,Brazil,7003,March,1976,1976,-0.432
25568,21,Brazil,7003,March,1977,1977,0.468
25569,21,Brazil,7003,March,1978,1978,0.039
25570,21,Brazil,7003,March,1979,1979,-0.036
25571,21,Brazil,7003,March,1980,1980,0.416
25572,21,Brazil,7003,March,1981,1981,0.261
25573,21,Brazil,7003,March,1982,1982,0.187
25574,21,Brazil,7003,March,1983,1983,0.315
25575,21,Brazil,7003,March,1984,1984,0.423
25576,21,Brazil,7003,March,1985,1985,0.319
25577,21,Brazil,7003,March,1986,1986,0.056
25578,21,Brazil,7003,March,1987,1987,0.259
25579,21,Brazil,7003,March,1988,1988,0.84
25580,21,Brazil,7003,March,1989,1989,0.084
25581,21,Brazil,7003,March,1990,1990,0.758
25582,21,Brazil,7003,March,1991,1991,0.324
25583,21,Brazil,7003,March,1992,1992,0.251
25584,21,Brazil,7003,March,1993,1993,0.718
25585,21,Brazil,7003,March,1994,1994,0.229
25586,21,Brazil,7003,March,1995,1995,0.747
25587,21,Brazil,7003,March,1996,1996,0.555
25588,21,Brazil,7003,March,1997,1997,-0.128
25589,21,Brazil,7003,March,1998,1998,1.422
25590,21,Brazil,7003,March,1999,1999,0.716
25591,21,Brazil,7003,March,2000,2000,0.188
25592,21,Brazil,7003,March,2001,2001,0.684
25593,21,Brazil,7003,March,2002,2002,1.105
25594,21,Brazil,7003,March,2003,2003,0.817
25595,21,Brazil,7003,March,2004,2004,0.608
25596,21,Brazil,7003,March,2005,2005,0.987
25597,21,Brazil,7003,March,2006,2006,0.958
25598,21,Brazil,7003,March,2007,2007,0.995
25599,21,Brazil,7003,March,2008,2008,0.314
25600,21,Brazil,7003,March,2009,2009,1.012
25601,21,Brazil,7003,March,2010,2010,1.493
25602,21,Brazil,7003,March,2011,2011,0.422
25603,21,Brazil,7003,March,2012,2012,0.721
25604,21,Brazil,7003,March,2013,2013,0.952
25605,21,Brazil,7003,March,2014,2014,0.69
25606,21,Brazil,7003,March,2015,2015,0.915
25607,21,Brazil,7003,March,2016,2016,1.488
25608,21,Brazil,7003,March,2017,2017,1.018
25609,21,Brazil,7003,March,2018,2018,1.294
25610,21,Brazil,7003,March,2019,2019,1.235
25611,21,Brazil,7003,March,2020,2020,1.274
25612,21,Brazil,7004,April,1961,1961,0.208
25613,21,Brazil,7004,April,1962,1962,-0.04
25614,21,Brazil,7004,April,1963,1963,0.154
25615,21,Brazil,7004,April,1964,1964,0.257
25616,21,Brazil,7004,April,1965,1965,-0.199
25617,21,Brazil,7004,April,1966,1966,0.07
25618,21,Brazil,7004,April,1967,1967,-0.035
25619,21,Brazil,7004,April,1968,1968,-0.878
25620,21,Brazil,7004,April,1969,1969,0.405
25621,21,Brazil,7004,April,1970,1970,0.44
25622,21,Brazil,7004,April,1971,1971,-0.308
25623,21,Brazil,7004,April,1972,1972,-0.57
25624,21,Brazil,7004,April,1973,1973,1.016
25625,21,Brazil,7004,April,1974,1974,0.003
25626,21,Brazil,7004,April,1975,1975,-0.031
25627,21,Brazil,7004,April,1976,1976,-0.123
25628,21,Brazil,7004,April,1977,1977,0.048
25629,21,Brazil,7004,April,1978,1978,-0.1
25630,21,Brazil,7004,April,1979,1979,-0.108
25631,21,Brazil,7004,April,1980,1980,0.578
25632,21,Brazil,7004,April,1981,1981,0.379
25633,21,Brazil,7004,April,1982,1982,0.069
25634,21,Brazil,7004,April,1983,1983,0.946
25635,21,Brazil,7004,April,1984,1984,-0.027
25636,21,Brazil,7004,April,1985,1985,0.373
25637,21,Brazil,7004,April,1986,1986,0.879
25638,21,Brazil,7004,April,1987,1987,0.941
25639,21,Brazil,7004,April,1988,1988,0.828
25640,21,Brazil,7004,April,1989,1989,0.602
25641,21,Brazil,7004,April,1990,1990,1.227
25642,21,Brazil,7004,April,1991,1991,0.686
25643,21,Brazil,7004,April,1992,1992,0.716
25644,21,Brazil,7004,April,1993,1993,0.889
25645,21,Brazil,7004,April,1994,1994,0.655
25646,21,Brazil,7004,April,1995,1995,0.494
25647,21,Brazil,7004,April,1996,1996,0.782
25648,21,Brazil,7004,April,1997,1997,0.321
25649,21,Brazil,7004,April,1998,1998,1.939
25650,21,Brazil,7004,April,1999,1999,0.513
25651,21,Brazil,7004,April,2000,2000,0.656
25652,21,Brazil,7004,April,2001,2001,1.088
25653,21,Brazil,7004,April,2002,2002,1.412
25654,21,Brazil,7004,April,2003,2003,1.058
25655,21,Brazil,7004,April,2004,2004,1.324
25656,21,Brazil,7004,April,2005,2005,1.288
25657,21,Brazil,7004,April,2006,2006,0.702
25658,21,Brazil,7004,April,2007,2007,1.335
25659,21,Brazil,7004,April,2008,2008,0.71
25660,21,Brazil,7004,April,2009,2009,0.857
25661,21,Brazil,7004,April,2010,2010,1.08
25662,21,Brazil,7004,April,2011,2011,0.946
25663,21,Brazil,7004,April,2012,2012,1.302
25664,21,Brazil,7004,April,2013,2013,0.897
25665,21,Brazil,7004,April,2014,2014,1.177
25666,21,Brazil,7004,April,2015,2015,1.467
25667,21,Brazil,7004,April,2016,2016,2.141
25668,21,Brazil,7004,April,2017,2017,1.235
25669,21,Brazil,7004,April,2018,2018,1.314
25670,21,Brazil,7004,April,2019,2019,1.725
25671,21,Brazil,7004,April,2020,2020,1.24
25672,21,Brazil,7005,May,1961,1961,0.305
25673,21,Brazil,7005,May,1962,1962,-0.387
25674,21,Brazil,7005,May,1963,1963,-0.331
25675,21,Brazil,7005,May,1964,1964,-0.188
25676,21,Brazil,7005,May,1965,1965,0.076
25677,21,Brazil,7005,May,1966,1966,0.065
25678,21,Brazil,7005,May,1967,1967,0.521
25679,21,Brazil,7005,May,1968,1968,-1.441
25680,21,Brazil,7005,May,1969,1969,0.705
25681,21,Brazil,7005,May,1970,1970,0.539
25682,21,Brazil,7005,May,1971,1971,-0.323
25683,21,Brazil,7005,May,1972,1972,0.557
25684,21,Brazil,7005,May,1973,1973,0.29
25685,21,Brazil,7005,May,1974,1974,0.012
25686,21,Brazil,7005,May,1975,1975,-0.16
25687,21,Brazil,7005,May,1976,1976,0.073
25688,21,Brazil,7005,May,1977,1977,-0.217
25689,21,Brazil,7005,May,1978,1978,-0.084
25690,21,Brazil,7005,May,1979,1979,0.073
25691,21,Brazil,7005,May,1980,1980,0.768
25692,21,Brazil,7005,May,1981,1981,0.76
25693,21,Brazil,7005,May,1982,1982,0.01
25694,21,Brazil,7005,May,1983,1983,1.364
25695,21,Brazil,7005,May,1984,1984,0.887
25696,21,Brazil,7005,May,1985,1985,0.421
25697,21,Brazil,7005,May,1986,1986,0.958
25698,21,Brazil,7005,May,1987,1987,0.542
25699,21,Brazil,7005,May,1988,1988,0.574
25700,21,Brazil,7005,May,1989,1989,-0.078
25701,21,Brazil,7005,May,1990,1990,0.446
25702,21,Brazil,7005,May,1991,1991,0.865
25703,21,Brazil,7005,May,1992,1992,1.248
25704,21,Brazil,7005,May,1993,1993,0.641
25705,21,Brazil,7005,May,1994,1994,1.174
25706,21,Brazil,7005,May,1995,1995,0.673
25707,21,Brazil,7005,May,1996,1996,0.714
25708,21,Brazil,7005,May,1997,1997,0.199
25709,21,Brazil,7005,May,1998,1998,1.074
25710,21,Brazil,7005,May,1999,1999,0.194
25711,21,Brazil,7005,May,2000,2000,0.577
25712,21,Brazil,7005,May,2001,2001,0.851
25713,21,Brazil,7005,May,2002,2002,1.402
25714,21,Brazil,7005,May,2003,2003,0.866
25715,21,Brazil,7005,May,2004,2004,0.294
25716,21,Brazil,7005,May,2005,2005,1.298
25717,21,Brazil,7005,May,2006,2006,-0.076
25718,21,Brazil,7005,May,2007,2007,0.513
25719,21,Brazil,7005,May,2008,2008,0.278
25720,21,Brazil,7005,May,2009,2009,0.916
25721,21,Brazil,7005,May,2010,2010,1.184
25722,21,Brazil,7005,May,2011,2011,0.652
25723,21,Brazil,7005,May,2012,2012,1.033
25724,21,Brazil,7005,May,2013,2013,1.119
25725,21,Brazil,7005,May,2014,2014,1.03
25726,21,Brazil,7005,May,2015,2015,1.302
25727,21,Brazil,7005,May,2016,2016,1.33
25728,21,Brazil,7005,May,2017,2017,1.811
25729,21,Brazil,7005,May,2018,2018,1.209
25730,21,Brazil,7005,May,2019,2019,1.855
25731,21,Brazil,7005,May,2020,2020,0.907
25732,21,Brazil,7006,June,1961,1961,-0.223
25733,21,Brazil,7006,June,1962,1962,-0.622
25734,21,Brazil,7006,June,1963,1963,-0.352
25735,21,Brazil,7006,June,1964,1964,-0.6
25736,21,Brazil,7006,June,1965,1965,0.432
25737,21,Brazil,7006,June,1966,1966,0.21
25738,21,Brazil,7006,June,1967,1967,-0.092
25739,21,Brazil,7006,June,1968,1968,-0.522
25740,21,Brazil,7006,June,1969,1969,0.471
25741,21,Brazil,7006,June,1970,1970,0.573
25742,21,Brazil,7006,June,1971,1971,-0.261
25743,21,Brazil,7006,June,1972,1972,0.839
25744,21,Brazil,7006,June,1973,1973,0.952
25745,21,Brazil,7006,June,1974,1974,-0.274
25746,21,Brazil,7006,June,1975,1975,0.079
25747,21,Brazil,7006,June,1976,1976,-0.207
25748,21,Brazil,7006,June,1977,1977,0.361
25749,21,Brazil,7006,June,1978,1978,-0.148
25750,21,Brazil,7006,June,1979,1979,-0.548
25751,21,Brazil,7006,June,1980,1980,0.298
25752,21,Brazil,7006,June,1981,1981,-0.103
25753,21,Brazil,7006,June,1982,1982,0.745
25754,21,Brazil,7006,June,1983,1983,0.26
25755,21,Brazil,7006,June,1984,1984,0.417
25756,21,Brazil,7006,June,1985,1985,-0.483
25757,21,Brazil,7006,June,1986,1986,0.246
25758,21,Brazil,7006,June,1987,1987,0.547
25759,21,Brazil,7006,June,1988,1988,-0.156
25760,21,Brazil,7006,June,1989,1989,0.423
25761,21,Brazil,7006,June,1990,1990,0.388
25762,21,Brazil,7006,June,1991,1991,0.841
25763,21,Brazil,7006,June,1992,1992,1.382
25764,21,Brazil,7006,June,1993,1993,0.565
25765,21,Brazil,7006,June,1994,1994,0.636
25766,21,Brazil,7006,June,1995,1995,0.729
25767,21,Brazil,7006,June,1996,1996,-0.126
25768,21,Brazil,7006,June,1997,1997,0.573
25769,21,Brazil,7006,June,1998,1998,0.921
25770,21,Brazil,7006,June,1999,1999,0.856
25771,21,Brazil,7006,June,2000,2000,1.028
25772,21,Brazil,7006,June,2001,2001,0.362
25773,21,Brazil,7006,June,2002,2002,1.077
25774,21,Brazil,7006,June,2003,2003,1.581
25775,21,Brazil,7006,June,2004,2004,0.77
25776,21,Brazil,7006,June,2005,2005,1.689
25777,21,Brazil,7006,June,2006,2006,0.905
25778,21,Brazil,7006,June,2007,2007,1.103
25779,21,Brazil,7006,June,2008,2008,0.4
25780,21,Brazil,7006,June,2009,2009,0.423
25781,21,Brazil,7006,June,2010,2010,1.319
25782,21,Brazil,7006,June,2011,2011,0.992
25783,21,Brazil,7006,June,2012,2012,1.387
25784,21,Brazil,7006,June,2013,2013,1.622
25785,21,Brazil,7006,June,2014,2014,1.471
25786,21,Brazil,7006,June,2015,2015,1.656
25787,21,Brazil,7006,June,2016,2016,0.83
25788,21,Brazil,7006,June,2017,2017,1.633
25789,21,Brazil,7006,June,2018,2018,0.879
25790,21,Brazil,7006,June,2019,2019,2.054
25791,21,Brazil,7006,June,2020,2020,1.67
25792,21,Brazil,7007,July,1961,1961,0.009
25793,21,Brazil,7007,July,1962,1962,-0.805
25794,21,Brazil,7007,July,1963,1963,0.172
25795,21,Brazil,7007,July,1964,1964,-0.644
25796,21,Brazil,7007,July,1965,1965,0.004
25797,21,Brazil,7007,July,1966,1966,0.256
25798,21,Brazil,7007,July,1967,1967,0.058
25799,21,Brazil,7007,July,1968,1968,-0.137
25800,21,Brazil,7007,July,1969,1969,0.335
25801,21,Brazil,7007,July,1970,1970,-0.082
25802,21,Brazil,7007,July,1971,1971,0.252
25803,21,Brazil,7007,July,1972,1972,0.298
25804,21,Brazil,7007,July,1973,1973,0.385
25805,21,Brazil,7007,July,1974,1974,-0.353
25806,21,Brazil,7007,July,1975,1975,-0.866
25807,21,Brazil,7007,July,1976,1976,-0.004
25808,21,Brazil,7007,July,1977,1977,0.945
25809,21,Brazil,7007,July,1978,1978,0.787
25810,21,Brazil,7007,July,1979,1979,0.067
25811,21,Brazil,7007,July,1980,1980,0.433
25812,21,Brazil,7007,July,1981,1981,-0.53
25813,21,Brazil,7007,July,1982,1982,0.757
25814,21,Brazil,7007,July,1983,1983,0.901
25815,21,Brazil,7007,July,1984,1984,0.588
25816,21,Brazil,7007,July,1985,1985,-0.197
25817,21,Brazil,7007,July,1986,1986,0.149
25818,21,Brazil,7007,July,1987,1987,1.746
25819,21,Brazil,7007,July,1988,1988,-0.496
25820,21,Brazil,7007,July,1989,1989,-0.325
25821,21,Brazil,7007,July,1990,1990,-0.096
25822,21,Brazil,7007,July,1991,1991,0.19
25823,21,Brazil,7007,July,1992,1992,-0.177
25824,21,Brazil,7007,July,1993,1993,0.554
25825,21,Brazil,7007,July,1994,1994,0.429
25826,21,Brazil,7007,July,1995,1995,1.382
25827,21,Brazil,7007,July,1996,1996,0.184
25828,21,Brazil,7007,July,1997,1997,1.035
25829,21,Brazil,7007,July,1998,1998,1.685
25830,21,Brazil,7007,July,1999,1999,0.927
25831,21,Brazil,7007,July,2000,2000,-0.084
25832,21,Brazil,7007,July,2001,2001,1.015
25833,21,Brazil,7007,July,2002,2002,1.216
25834,21,Brazil,7007,July,2003,2003,1.029
25835,21,Brazil,7007,July,2004,2004,0.503
25836,21,Brazil,7007,July,2005,2005,0.788
25837,21,Brazil,7007,July,2006,2006,1.22
25838,21,Brazil,7007,July,2007,2007,0.886
25839,21,Brazil,7007,July,2008,2008,1.189
25840,21,Brazil,7007,July,2009,2009,1.124
25841,21,Brazil,7007,July,2010,2010,1.181
25842,21,Brazil,7007,July,2011,2011,1.227
25843,21,Brazil,7007,July,2012,2012,0.968
25844,21,Brazil,7007,July,2013,2013,0.984
25845,21,Brazil,7007,July,2014,2014,1.115
25846,21,Brazil,7007,July,2015,2015,1.815
25847,21,Brazil,7007,July,2016,2016,1.744
25848,21,Brazil,7007,July,2017,2017,0.846
25849,21,Brazil,7007,July,2018,2018,1.435
25850,21,Brazil,7007,July,2019,2019,1.21
25851,21,Brazil,7007,July,2020,2020,1.64
25852,21,Brazil,7008,August,1961,1961,0.441
25853,21,Brazil,7008,August,1962,1962,-0.088
25854,21,Brazil,7008,August,1963,1963,0.26
25855,21,Brazil,7008,August,1964,1964,-0.044
25856,21,Brazil,7008,August,1965,1965,0.054
25857,21,Brazil,7008,August,1966,1966,-0.335
25858,21,Brazil,7008,August,1967,1967,0.382
25859,21,Brazil,7008,August,1968,1968,-0.321
25860,21,Brazil,7008,August,1969,1969,0.125
25861,21,Brazil,7008,August,1970,1970,-0.287
25862,21,Brazil,7008,August,1971,1971,-0.153
25863,21,Brazil,7008,August,1972,1972,-0.076
25864,21,Brazil,7008,August,1973,1973,-0.054
25865,21,Brazil,7008,August,1974,1974,-0.127
25866,21,Brazil,7008,August,1975,1975,0.056
25867,21,Brazil,7008,August,1976,1976,0.092
25868,21,Brazil,7008,August,1977,1977,0.439
25869,21,Brazil,7008,August,1978,1978,-0.716
25870,21,Brazil,7008,August,1979,1979,0.649
25871,21,Brazil,7008,August,1980,1980,0.508
25872,21,Brazil,7008,August,1981,1981,0.405
25873,21,Brazil,7008,August,1982,1982,0.456
25874,21,Brazil,7008,August,1983,1983,0.107
25875,21,Brazil,7008,August,1984,1984,-0.348
25876,21,Brazil,7008,August,1985,1985,0.015
25877,21,Brazil,7008,August,1986,1986,0.621
25878,21,Brazil,7008,August,1987,1987,0.436
25879,21,Brazil,7008,August,1988,1988,0.243
25880,21,Brazil,7008,August,1989,1989,0.375
25881,21,Brazil,7008,August,1990,1990,0.308
25882,21,Brazil,7008,August,1991,1991,0.104
25883,21,Brazil,7008,August,1992,1992,0.068
25884,21,Brazil,7008,August,1993,1993,0.176
25885,21,Brazil,7008,August,1994,1994,0.346
25886,21,Brazil,7008,August,1995,1995,1.117
25887,21,Brazil,7008,August,1996,1996,0.69
25888,21,Brazil,7008,August,1997,1997,0.658
25889,21,Brazil,7008,August,1998,1998,1.576
25890,21,Brazil,7008,August,1999,1999,0.271
25891,21,Brazil,7008,August,2000,2000,0.866
25892,21,Brazil,7008,August,2001,2001,1.051
25893,21,Brazil,7008,August,2002,2002,1.442
25894,21,Brazil,7008,August,2003,2003,0.492
25895,21,Brazil,7008,August,2004,2004,0.733
25896,21,Brazil,7008,August,2005,2005,1.312
25897,21,Brazil,7008,August,2006,2006,1.286
25898,21,Brazil,7008,August,2007,2007,0.479
25899,21,Brazil,7008,August,2008,2008,1.298
25900,21,Brazil,7008,August,2009,2009,1.012
25901,21,Brazil,7008,August,2010,2010,0.616
25902,21,Brazil,7008,August,2011,2011,1.335
25903,21,Brazil,7008,August,2012,2012,1.204
25904,21,Brazil,7008,August,2013,2013,0.356
25905,21,Brazil,7008,August,2014,2014,1.26
25906,21,Brazil,7008,August,2015,2015,2.085
25907,21,Brazil,7008,August,2016,2016,1.662
25908,21,Brazil,7008,August,2017,2017,1.732
25909,21,Brazil,7008,August,2018,2018,0.757
25910,21,Brazil,7008,August,2019,2019,1.175
25911,21,Brazil,7008,August,2020,2020,1.584
25912,21,Brazil,7009,September,1961,1961,0.823
25913,21,Brazil,7009,September,1962,1962,0.273
25914,21,Brazil,7009,September,1963,1963,0.74
25915,21,Brazil,7009,September,1964,1964,-0.239
25916,21,Brazil,7009,September,1965,1965,0.316
25917,21,Brazil,7009,September,1966,1966,-0.527
25918,21,Brazil,7009,September,1967,1967,0.296
25919,21,Brazil,7009,September,1968,1968,-0.616
25920,21,Brazil,7009,September,1969,1969,0.594
25921,21,Brazil,7009,September,1970,1970,-0.116
25922,21,Brazil,7009,September,1971,1971,-0.176
25923,21,Brazil,7009,September,1972,1972,0.015
25924,21,Brazil,7009,September,1973,1973,-0.123
25925,21,Brazil,7009,September,1974,1974,-0.175
25926,21,Brazil,7009,September,1975,1975,0.088
25927,21,Brazil,7009,September,1976,1976,-0.495
25928,21,Brazil,7009,September,1977,1977,0.175
25929,21,Brazil,7009,September,1978,1978,-0.22
25930,21,Brazil,7009,September,1979,1979,-0.383
25931,21,Brazil,7009,September,1980,1980,-0.197
25932,21,Brazil,7009,September,1981,1981,0.058
25933,21,Brazil,7009,September,1982,1982,0.117
25934,21,Brazil,7009,September,1983,1983,0.056
25935,21,Brazil,7009,September,1984,1984,-0.399
25936,21,Brazil,7009,September,1985,1985,0.067
25937,21,Brazil,7009,September,1986,1986,-0.221
25938,21,Brazil,7009,September,1987,1987,0.538
25939,21,Brazil,7009,September,1988,1988,0.74
25940,21,Brazil,7009,September,1989,1989,0.017
25941,21,Brazil,7009,September,1990,1990,-0.323
25942,21,Brazil,7009,September,1991,1991,0.324
25943,21,Brazil,7009,September,1992,1992,-0.285
25944,21,Brazil,7009,September,1993,1993,0.538
25945,21,Brazil,7009,September,1994,1994,0.746
25946,21,Brazil,7009,September,1995,1995,0.829
25947,21,Brazil,7009,September,1996,1996,0.289
25948,21,Brazil,7009,September,1997,1997,1.698
25949,21,Brazil,7009,September,1998,1998,0.95
25950,21,Brazil,7009,September,1999,1999,0.955
25951,21,Brazil,7009,September,2000,2000,0.248
25952,21,Brazil,7009,September,2001,2001,0.74
25953,21,Brazil,7009,September,2002,2002,0.666
25954,21,Brazil,7009,September,2003,2003,0.768
25955,21,Brazil,7009,September,2004,2004,1.222
25956,21,Brazil,7009,September,2005,2005,0.51
25957,21,Brazil,7009,September,2006,2006,0.616
25958,21,Brazil,7009,September,2007,2007,1.269
25959,21,Brazil,7009,September,2008,2008,0.634
25960,21,Brazil,7009,September,2009,2009,1.291
25961,21,Brazil,7009,September,2010,2010,1.327
25962,21,Brazil,7009,September,2011,2011,1.06
25963,21,Brazil,7009,September,2012,2012,1.484
25964,21,Brazil,7009,September,2013,2013,0.951
25965,21,Brazil,7009,September,2014,2014,1.771
25966,21,Brazil,7009,September,2015,2015,2.298
25967,21,Brazil,7009,September,2016,2016,1.113
25968,21,Brazil,7009,September,2017,2017,1.733
25969,21,Brazil,7009,September,2018,2018,1.571
25970,21,Brazil,7009,September,2019,2019,1.958
25971,21,Brazil,7009,September,2020,2020,2.174
25972,21,Brazil,7010,October,1961,1961,0.288
25973,21,Brazil,7010,October,1962,1962,-0.456
25974,21,Brazil,7010,October,1963,1963,1.051
25975,21,Brazil,7010,October,1964,1964,-0.706
25976,21,Brazil,7010,October,1965,1965,0.045
25977,21,Brazil,7010,October,1966,1966,0.172
25978,21,Brazil,7010,October,1967,1967,0.307
25979,21,Brazil,7010,October,1968,1968,0.039
25980,21,Brazil,7010,October,1969,1969,-0.181
25981,21,Brazil,7010,October,1970,1970,0.013
25982,21,Brazil,7010,October,1971,1971,-0.822
25983,21,Brazil,7010,October,1972,1972,0.209
25984,21,Brazil,7010,October,1973,1973,-0.161
25985,21,Brazil,7010,October,1974,1974,-0.353
25986,21,Brazil,7010,October,1975,1975,-0.066
25987,21,Brazil,7010,October,1976,1976,-0.433
25988,21,Brazil,7010,October,1977,1977,0.152
25989,21,Brazil,7010,October,1978,1978,0.157
25990,21,Brazil,7010,October,1979,1979,0.499
25991,21,Brazil,7010,October,1980,1980,0.449
25992,21,Brazil,7010,October,1981,1981,-0.091
25993,21,Brazil,7010,October,1982,1982,0.134
25994,21,Brazil,7010,October,1983,1983,-0.036
25995,21,Brazil,7010,October,1984,1984,0.476
25996,21,Brazil,7010,October,1985,1985,0.324
25997,21,Brazil,7010,October,1986,1986,-0.157
25998,21,Brazil,7010,October,1987,1987,1.113
25999,21,Brazil,7010,October,1988,1988,0.379
26000,21,Brazil,7010,October,1989,1989,-0.135
26001,21,Brazil,7010,October,1990,1990,0.839
26002,21,Brazil,7010,October,1991,1991,0.331
26003,21,Brazil,7010,October,1992,1992,0.206
26004,21,Brazil,7010,October,1993,1993,0.766
26005,21,Brazil,7010,October,1994,1994,0.86
26006,21,Brazil,7010,October,1995,1995,0.692
26007,21,Brazil,7010,October,1996,1996,0.695
26008,21,Brazil,7010,October,1997,1997,1.178
26009,21,Brazil,7010,October,1998,1998,0.951
26010,21,Brazil,7010,October,1999,1999,0.371
26011,21,Brazil,7010,October,2000,2000,1.185
26012,21,Brazil,7010,October,2001,2001,0.725
26013,21,Brazil,7010,October,2002,2002,1.594
26014,21,Brazil,7010,October,2003,2003,1.007
26015,21,Brazil,7010,October,2004,2004,0.858
26016,21,Brazil,7010,October,2005,2005,1.453
26017,21,Brazil,7010,October,2006,2006,1.013
26018,21,Brazil,7010,October,2007,2007,1.194
26019,21,Brazil,7010,October,2008,2008,1.229
26020,21,Brazil,7010,October,2009,2009,1.037
26021,21,Brazil,7010,October,2010,2010,1.014
26022,21,Brazil,7010,October,2011,2011,0.662
