,Area Code (FAO),Area,Months Code,Months,Year Code,Year,Value
73887,67,Finland,7002,February,1974,1974,6.683
73888,67,Finland,7002,February,1975,1975,4.838
73889,67,Finland,7002,February,1976,1976,1.212
73890,67,Finland,7002,February,1977,1977,-0.957
73891,67,Finland,7002,February,1978,1978,-3.738
73892,67,Finland,7002,February,1979,1979,-1.782
73893,67,Finland,7002,February,1980,1980,-1.77
73894,67,Finland,7002,February,1981,1981,-0.064
73895,67,Finland,7002,February,1982,1982,2.755
73896,67,Finland,7002,February,1983,1983,0.096
73897,67,Finland,7002,February,1984,1984,4.155
73898,67,Finland,7002,February,1985,1985,-8.239
73899,67,Finland,7002,February,1986,1986,-2.475
73900,67,Finland,7002,February,1987,1987,-0.591
73901,67,Finland,7002,February,1988,1988,2.164
73902,67,Finland,7002,February,1989,1989,6.79
73903,67,Finland,7002,February,1990,1990,9.74
73904,67,Finland,7002,February,1991,1991,0.052
73905,67,Finland,7002,February,1992,1992,6.029
73906,67,Finland,7002,February,1993,1993,4.939
73907,67,Finland,7002,February,1994,1994,-3.382
73908,67,Finland,7002,February,1995,1995,5.967
73909,67,Finland,7002,February,1996,1996,-1.786
73910,67,Finland,7002,February,1997,1997,3.126
73911,67,Finland,7002,February,1998,1998,-0.684
73912,67,Finland,7002,February,1999,1999,0.292
73913,67,Finland,7002,February,2000,2000,4.286
73914,67,Finland,7002,February,2001,2001,-0.287
73915,67,Finland,7002,February,2002,2002,5.615
73916,67,Finland,7002,February,2003,2003,3.811
73917,67,Finland,7002,February,2004,2004,2.149
73918,67,Finland,7002,February,2005,2005,2.895
73919,67,Finland,7002,February,2006,2006,-0.469
73920,67,Finland,7002,February,2007,2007,-3.181
73921,67,Finland,7002,February,2008,2008,6.582
73922,67,Finland,7002,February,2009,2009,1.421
73923,67,Finland,7002,February,2010,2010,-2.223
73924,67,Finland,7002,February,2011,2011,-3.809
73925,67,Finland,7002,February,2012,2012,-0.855
73926,67,Finland,7002,February,2013,2013,5.042
73927,67,Finland,7002,February,2014,2014,8.561
73928,67,Finland,7002,February,2015,2015,7.287
73929,67,Finland,7002,February,2016,2016,6.524
73930,67,Finland,7002,February,2017,2017,4.03
73931,67,Finland,7002,February,2018,2018,-0.495
73932,67,Finland,7002,February,2019,2019,4.77
73933,67,Finland,7002,February,2020,2020,6.826
73934,67,Finland,7003,March,1961,1961,3.105
73935,67,Finland,7003,March,1962,1962,-5.385
73936,67,Finland,7003,March,1963,1963,-4.752
73937,67,Finland,7003,March,1964,1964,-0.773
73938,67,Finland,7003,March,1965,1965,-0.741
73939,67,Finland,7003,March,1966,1966,-3.061
73940,67,Finland,7003,March,1967,1967,4.762
73941,67,Finland,7003,March,1968,1968,1.647
73942,67,Finland,7003,March,1969,1969,-2.395
73943,67,Finland,7003,March,1970,1970,1.775
73944,67,Finland,7003,March,1971,1971,-2.758
73945,67,Finland,7003,March,1972,1972,1.248
73946,67,Finland,7003,March,1973,1973,2.43
73947,67,Finland,7003,March,1974,1974,2.838
73948,67,Finland,7003,March,1975,1975,4.397
73949,67,Finland,7003,March,1976,1976,-1.592
73950,67,Finland,7003,March,1977,1977,1.139
73951,67,Finland,7003,March,1978,1978,0.769
73952,67,Finland,7003,March,1979,1979,2.054
73953,67,Finland,7003,March,1980,1980,-2.132
73954,67,Finland,7003,March,1981,1981,-3.793
73955,67,Finland,7003,March,1982,1982,3.206
73956,67,Finland,7003,March,1983,1983,1.08
73957,67,Finland,7003,March,1984,1984,-0.941
73958,67,Finland,7003,March,1985,1985,1.546
73959,67,Finland,7003,March,1986,1986,3.907
73960,67,Finland,7003,March,1987,1987,-2.074
73961,67,Finland,7003,March,1988,1988,0.633
73962,67,Finland,7003,March,1989,1989,5.373
73963,67,Finland,7003,March,1990,1990,3.848
73964,67,Finland,7003,March,1991,1991,1.438
73965,67,Finland,7003,March,1992,1992,4.916
73966,67,Finland,7003,March,1993,1993,2.869
73967,67,Finland,7003,March,1994,1994,1.15
73968,67,Finland,7003,March,1995,1995,4.249
73969,67,Finland,7003,March,1996,1996,1.06
73970,67,Finland,7003,March,1997,1997,2.572
73971,67,Finland,7003,March,1998,1998,-0.985
73972,67,Finland,7003,March,1999,1999,1.951
73973,67,Finland,7003,March,2000,2000,2.375
73974,67,Finland,7003,March,2001,2001,-1.8
73975,67,Finland,7003,March,2002,2002,2.616
73976,67,Finland,7003,March,2003,2003,4.007
73977,67,Finland,7003,March,2004,2004,2.75
73978,67,Finland,7003,March,2005,2005,-1.627
73979,67,Finland,7003,March,2006,2006,-3.051
73980,67,Finland,7003,March,2007,2007,6.329
73981,67,Finland,7003,March,2008,2008,1.716
73982,67,Finland,7003,March,2009,2009,1.835
73983,67,Finland,7003,March,2010,2010,-0.078
73984,67,Finland,7003,March,2011,2011,2.213
73985,67,Finland,7003,March,2012,2012,3.785
73986,67,Finland,7003,March,2013,2013,-3.425
73987,67,Finland,7003,March,2014,2014,5.601
73988,67,Finland,7003,March,2015,2015,5.779
73989,67,Finland,7003,March,2016,2016,4.337
73990,67,Finland,7003,March,2017,2017,3.883
73991,67,Finland,7003,March,2018,2018,-1.786
73992,67,Finland,7003,March,2019,2019,2.605
73993,67,Finland,7003,March,2020,2020,4.452
73994,67,Finland,7004,April,1961,1961,-1.075
73995,67,Finland,7004,April,1962,1962,2.052
73996,67,Finland,7004,April,1963,1963,0.801
73997,67,Finland,7004,April,1964,1964,0.181
73998,67,Finland,7004,April,1965,1965,0.644
73999,67,Finland,7004,April,1966,1966,-2.467
74000,67,Finland,7004,April,1967,1967,1.197
74001,67,Finland,7004,April,1968,1968,0.839
74002,67,Finland,7004,April,1969,1969,-0.052
74003,67,Finland,7004,April,1970,1970,-1.443
74004,67,Finland,7004,April,1971,1971,-1.328
74005,67,Finland,7004,April,1972,1972,0.229
74006,67,Finland,7004,April,1973,1973,0.787
74007,67,Finland,7004,April,1974,1974,0.648
74008,67,Finland,7004,April,1975,1975,0.777
74009,67,Finland,7004,April,1976,1976,-0.025
74010,67,Finland,7004,April,1977,1977,-0.696
74011,67,Finland,7004,April,1978,1978,-0.868
74012,67,Finland,7004,April,1979,1979,-0.992
74013,67,Finland,7004,April,1980,1980,2.034
74014,67,Finland,7004,April,1981,1981,-0.454
74015,67,Finland,7004,April,1982,1982,0.819
74016,67,Finland,7004,April,1983,1983,2.668
74017,67,Finland,7004,April,1984,1984,2.199
74018,67,Finland,7004,April,1985,1985,-1.746
74019,67,Finland,7004,April,1986,1986,-0.124
74020,67,Finland,7004,April,1987,1987,-0.06
74021,67,Finland,7004,April,1988,1988,-1.202
74022,67,Finland,7004,April,1989,1989,3.388
74023,67,Finland,7004,April,1990,1990,3.126
74024,67,Finland,7004,April,1991,1991,1.594
74025,67,Finland,7004,April,1992,1992,-1.303
74026,67,Finland,7004,April,1993,1993,0.543
74027,67,Finland,7004,April,1994,1994,3.081
74028,67,Finland,7004,April,1995,1995,0.791
74029,67,Finland,7004,April,1996,1996,0.406
74030,67,Finland,7004,April,1997,1997,-1.599
74031,67,Finland,7004,April,1998,1998,-0.833
74032,67,Finland,7004,April,1999,1999,2.978
74033,67,Finland,7004,April,2000,2000,2.586
74034,67,Finland,7004,April,2001,2001,2.319
74035,67,Finland,7004,April,2002,2002,3.209
74036,67,Finland,7004,April,2003,2003,0.442
74037,67,Finland,7004,April,2004,2004,2.24
74038,67,Finland,7004,April,2005,2005,2.277
74039,67,Finland,7004,April,2006,2006,2.358
74040,67,Finland,7004,April,2007,2007,2.711
74041,67,Finland,7004,April,2008,2008,2.132
74042,67,Finland,7004,April,2009,2009,1.387
74043,67,Finland,7004,April,2010,2010,2.626
74044,67,Finland,7004,April,2011,2011,3.759
74045,67,Finland,7004,April,2012,2012,0.693
74046,67,Finland,7004,April,2013,2013,0.884
74047,67,Finland,7004,April,2014,2014,2.663
74048,67,Finland,7004,April,2015,2015,3.042
74049,67,Finland,7004,April,2016,2016,2.964
74050,67,Finland,7004,April,2017,2017,-0.099
74051,67,Finland,7004,April,2018,2018,2.148
74052,67,Finland,7004,April,2019,2019,3.825
74053,67,Finland,7004,April,2020,2020,1.31
74054,67,Finland,7005,May,1961,1961,-0.021
74055,67,Finland,7005,May,1962,1962,-0.254
74056,67,Finland,7005,May,1963,1963,4.145
74057,67,Finland,7005,May,1964,1964,0.651
74058,67,Finland,7005,May,1965,1965,-2.515
74059,67,Finland,7005,May,1966,1966,-0.084
74060,67,Finland,7005,May,1967,1967,0.131
74061,67,Finland,7005,May,1968,1968,-1.813
74062,67,Finland,7005,May,1969,1969,-1.416
74063,67,Finland,7005,May,1970,1970,0.028
74064,67,Finland,7005,May,1971,1971,-0.197
74065,67,Finland,7005,May,1972,1972,-0.156
74066,67,Finland,7005,May,1973,1973,0.78
74067,67,Finland,7005,May,1974,1974,-1.356
74068,67,Finland,7005,May,1975,1975,2.102
74069,67,Finland,7005,May,1976,1976,1.631
74070,67,Finland,7005,May,1977,1977,-0.125
74071,67,Finland,7005,May,1978,1978,0.576
74072,67,Finland,7005,May,1979,1979,1.661
74073,67,Finland,7005,May,1980,1980,-0.706
74074,67,Finland,7005,May,1981,1981,1.472
74075,67,Finland,7005,May,1982,1982,0.236
74076,67,Finland,7005,May,1983,1983,2.218
74077,67,Finland,7005,May,1984,1984,4.038
74078,67,Finland,7005,May,1985,1985,-0.814
74079,67,Finland,7005,May,1986,1986,1.592
74080,67,Finland,7005,May,1987,1987,-0.323
74081,67,Finland,7005,May,1988,1988,1.491
74082,67,Finland,7005,May,1989,1989,2.24
74083,67,Finland,7005,May,1990,1990,0.657
74084,67,Finland,7005,May,1991,1991,-0.847
74085,67,Finland,7005,May,1992,1992,2.435
74086,67,Finland,7005,May,1993,1993,2.743
74087,67,Finland,7005,May,1994,1994,-0.813
74088,67,Finland,7005,May,1995,1995,-0.036
74089,67,Finland,7005,May,1996,1996,-0.978
74090,67,Finland,7005,May,1997,1997,-0.85
74091,67,Finland,7005,May,1998,1998,0.236
74092,67,Finland,7005,May,1999,1999,-1.38
74093,67,Finland,7005,May,2000,2000,1.644
74094,67,Finland,7005,May,2001,2001,0.177
74095,67,Finland,7005,May,2002,2002,2.548
74096,67,Finland,7005,May,2003,2003,1.847
74097,67,Finland,7005,May,2004,2004,1.248
74098,67,Finland,7005,May,2005,2005,0.655
74099,67,Finland,7005,May,2006,2006,1.806
74100,67,Finland,7005,May,2007,2007,1.393
74101,67,Finland,7005,May,2008,2008,0.612
74102,67,Finland,7005,May,2009,2009,2.677
74103,67,Finland,7005,May,2010,2010,3.005
74104,67,Finland,7005,May,2011,2011,1.63
74105,67,Finland,7005,May,2012,2012,1.583
74106,67,Finland,7005,May,2013,2013,4.021
74107,67,Finland,7005,May,2014,2014,1.468
74108,67,Finland,7005,May,2015,2015,1.375
74109,67,Finland,7005,May,2016,2016,4.142
74110,67,Finland,7005,May,2017,2017,-0.905
74111,67,Finland,7005,May,2018,2018,4.938
74112,67,Finland,7005,May,2019,2019,1.247
74113,67,Finland,7005,May,2020,2020,-0.06
74114,67,Finland,7006,June,1961,1961,2.176
74115,67,Finland,7006,June,1962,1962,-2.217
74116,67,Finland,7006,June,1963,1963,-1.305
74117,67,Finland,7006,June,1964,1964,-0.883
74118,67,Finland,7006,June,1965,1965,-0.217
74119,67,Finland,7006,June,1966,1966,1.623
74120,67,Finland,7006,June,1967,1967,-0.838
74121,67,Finland,7006,June,1968,1968,1.075
74122,67,Finland,7006,June,1969,1969,-0.056
74123,67,Finland,7006,June,1970,1970,1.887
74124,67,Finland,7006,June,1971,1971,-0.827
74125,67,Finland,7006,June,1972,1972,2.114
74126,67,Finland,7006,June,1973,1973,1.577
74127,67,Finland,7006,June,1974,1974,0.714
74128,67,Finland,7006,June,1975,1975,-1.451
74129,67,Finland,7006,June,1976,1976,-1.974
74130,67,Finland,7006,June,1977,1977,-0.77
74131,67,Finland,7006,June,1978,1978,-0.216
74132,67,Finland,7006,June,1979,1979,0.942
74133,67,Finland,7006,June,1980,1980,2.616
74134,67,Finland,7006,June,1981,1981,-1.504
74135,67,Finland,7006,June,1982,1982,-3.484
74136,67,Finland,7006,June,1983,1983,-0.528
74137,67,Finland,7006,June,1984,1984,-0.009
74138,67,Finland,7006,June,1985,1985,-0.417
74139,67,Finland,7006,June,1986,1986,2.338
74140,67,Finland,7006,June,1987,1987,-0.974
74141,67,Finland,7006,June,1988,1988,1.913
74142,67,Finland,7006,June,1989,1989,1.661
74143,67,Finland,7006,June,1990,1990,-0.361
74144,67,Finland,7006,June,1991,1991,-0.842
74145,67,Finland,7006,June,1992,1992,1.424
74146,67,Finland,7006,June,1993,1993,-2.688
74147,67,Finland,7006,June,1994,1994,-0.841
74148,67,Finland,7006,June,1995,1995,2.154
74149,67,Finland,7006,June,1996,1996,-0.832
74150,67,Finland,7006,June,1997,1997,1.23
74151,67,Finland,7006,June,1998,1998,-0.58
74152,67,Finland,7006,June,1999,1999,3.019
74153,67,Finland,7006,June,2000,2000,0.015
74154,67,Finland,7006,June,2001,2001,0.735
74155,67,Finland,7006,June,2002,2002,1.945
74156,67,Finland,7006,June,2003,2003,-1.186
74157,67,Finland,7006,June,2004,2004,-1.018
74158,67,Finland,7006,June,2005,2005,0.446
74159,67,Finland,7006,June,2006,2006,1.414
74160,67,Finland,7006,June,2007,2007,0.412
74161,67,Finland,7006,June,2008,2008,-0.242
74162,67,Finland,7006,June,2009,2009,-0.419
74163,67,Finland,7006,June,2010,2010,-0.655
74164,67,Finland,7006,June,2011,2011,2.377
74165,67,Finland,7006,June,2012,2012,-0.738
74166,67,Finland,7006,June,2013,2013,3.024
74167,67,Finland,7006,June,2014,2014,-0.817
74168,67,Finland,7006,June,2015,2015,-0.909
74169,67,Finland,7006,June,2016,2016,0.643
74170,67,Finland,7006,June,2017,2017,-1.063
74171,67,Finland,7006,June,2018,2018,-0.137
74172,67,Finland,7006,June,2019,2019,1.628
74173,67,Finland,7006,June,2020,2020,3.311
74174,67,Finland,7007,July,1961,1961,0.64
74175,67,Finland,7007,July,1962,1962,-2.032
74176,67,Finland,7007,July,1963,1963,-0.653
74177,67,Finland,7007,July,1964,1964,-0.388
74178,67,Finland,7007,July,1965,1965,-2.08
74179,67,Finland,7007,July,1966,1966,0.635
74180,67,Finland,7007,July,1967,1967,-0.194
74181,67,Finland,7007,July,1968,1968,-1.908
74182,67,Finland,7007,July,1969,1969,-0.179
74183,67,Finland,7007,July,1970,1970,0.823
74184,67,Finland,7007,July,1971,1971,-0.544
74185,67,Finland,7007,July,1972,1972,3.26
74186,67,Finland,7007,July,1973,1973,3.063
74187,67,Finland,7007,July,1974,1974,0.58
74188,67,Finland,7007,July,1975,1975,-0.243
74189,67,Finland,7007,July,1976,1976,-1.021
74190,67,Finland,7007,July,1977,1977,-0.759
74191,67,Finland,7007,July,1978,1978,-0.847
74192,67,Finland,7007,July,1979,1979,-0.208
74193,67,Finland,7007,July,1980,1980,0.1
74194,67,Finland,7007,July,1981,1981,0.714
74195,67,Finland,7007,July,1982,1982,0.404
74196,67,Finland,7007,July,1983,1983,0.768
74197,67,Finland,7007,July,1984,1984,-0.556
74198,67,Finland,7007,July,1985,1985,-0.248
74199,67,Finland,7007,July,1986,1986,0.324
74200,67,Finland,7007,July,1987,1987,-1.469
74201,67,Finland,7007,July,1988,1988,3.041
74202,67,Finland,7007,July,1989,1989,0.236
74203,67,Finland,7007,July,1990,1990,-0.128
74204,67,Finland,7007,July,1991,1991,0.619
74205,67,Finland,7007,July,1992,1992,-0.917
74206,67,Finland,7007,July,1993,1993,0.038
74207,67,Finland,7007,July,1994,1994,1.643
74208,67,Finland,7007,July,1995,1995,-1.138
74209,67,Finland,7007,July,1996,1996,-1.249
74210,67,Finland,7007,July,1997,1997,2.126
74211,67,Finland,7007,July,1998,1998,0.659
74212,67,Finland,7007,July,1999,1999,1.212
74213,67,Finland,7007,July,2000,2000,0.946
74214,67,Finland,7007,July,2001,2001,2.176
74215,67,Finland,7007,July,2002,2002,2.314
74216,67,Finland,7007,July,2003,2003,3.833
74217,67,Finland,7007,July,2004,2004,1.118
74218,67,Finland,7007,July,2005,2005,2.118
74219,67,Finland,7007,July,2006,2006,0.977
74220,67,Finland,7007,July,2007,2007,0.564
74221,67,Finland,7007,July,2008,2008,0.038
74222,67,Finland,7007,July,2009,2009,0.185
74223,67,Finland,7007,July,2010,2010,3.769
74224,67,Finland,7007,July,2011,2011,3.059
74225,67,Finland,7007,July,2012,2012,0.768
74226,67,Finland,7007,July,2013,2013,0.781
74227,67,Finland,7007,July,2014,2014,3.437
74228,67,Finland,7007,July,2015,2015,-0.955
74229,67,Finland,7007,July,2016,2016,1.918
74230,67,Finland,7007,July,2017,2017,-0.238
74231,67,Finland,7007,July,2018,2018,4.293
74232,67,Finland,7007,July,2019,2019,-0.229
74233,67,Finland,7007,July,2020,2020,0.107
74234,67,Finland,7008,August,1961,1961,-0.36
74235,67,Finland,7008,August,1962,1962,-2.108
74236,67,Finland,7008,August,1963,1963,0.787
74237,67,Finland,7008,August,1964,1964,-0.581
74238,67,Finland,7008,August,1965,1965,-1.008
74239,67,Finland,7008,August,1966,1966,-0.979
74240,67,Finland,7008,August,1967,1967,1.626
74241,67,Finland,7008,August,1968,1968,-0.135
74242,67,Finland,7008,August,1969,1969,1.136
74243,67,Finland,7008,August,1970,1970,0.347
74244,67,Finland,7008,August,1971,1971,0.205
74245,67,Finland,7008,August,1972,1972,1.335
74246,67,Finland,7008,August,1973,1973,-0.602
74247,67,Finland,7008,August,1974,1974,0.116
74248,67,Finland,7008,August,1975,1975,-0.562
74249,67,Finland,7008,August,1976,1976,-0.261
74250,67,Finland,7008,August,1977,1977,-0.948
74251,67,Finland,7008,August,1978,1978,-1.361
74252,67,Finland,7008,August,1979,1979,0.729
74253,67,Finland,7008,August,1980,1980,-0.242
74254,67,Finland,7008,August,1981,1981,-0.981
74255,67,Finland,7008,August,1982,1982,0.012
74256,67,Finland,7008,August,1983,1983,-0.699
74257,67,Finland,7008,August,1984,1984,-0.68
74258,67,Finland,7008,August,1985,1985,0.899
74259,67,Finland,7008,August,1986,1986,-1.869
74260,67,Finland,7008,August,1987,1987,-2.691
74261,67,Finland,7008,August,1988,1988,-0.166
74262,67,Finland,7008,August,1989,1989,0.181
74263,67,Finland,7008,August,1990,1990,0.707
74264,67,Finland,7008,August,1991,1991,1.358
74265,67,Finland,7008,August,1992,1992,-1.089
74266,67,Finland,7008,August,1993,1993,-0.807
74267,67,Finland,7008,August,1994,1994,0.542
74268,67,Finland,7008,August,1995,1995,0.147
74269,67,Finland,7008,August,1996,1996,2.233
74270,67,Finland,7008,August,1997,1997,2.327
74271,67,Finland,7008,August,1998,1998,-0.984
74272,67,Finland,7008,August,1999,1999,-1.143
74273,67,Finland,7008,August,2000,2000,0.132
74274,67,Finland,7008,August,2001,2001,0.436
74275,67,Finland,7008,August,2002,2002,2.583
74276,67,Finland,7008,August,2003,2003,0.827
74277,67,Finland,7008,August,2004,2004,1.016
74278,67,Finland,7008,August,2005,2005,1.493
74279,67,Finland,7008,August,2006,2006,2.807
74280,67,Finland,7008,August,2007,2007,1.778
74281,67,Finland,7008,August,2008,2008,-0.958
74282,67,Finland,7008,August,2009,2009,1.206
74283,67,Finland,7008,August,2010,2010,0.998
74284,67,Finland,7008,August,2011,2011,1.014
74285,67,Finland,7008,August,2012,2012,0.173
74286,67,Finland,7008,August,2013,2013,1.758
74287,67,Finland,7008,August,2014,2014,1.976
74288,67,Finland,7008,August,2015,2015,1.598
74289,67,Finland,7008,August,2016,2016,0.558
74290,67,Finland,7008,August,2017,2017,0.354
74291,67,Finland,7008,August,2018,2018,2.245
74292,67,Finland,7008,August,2019,2019,0.773
74293,67,Finland,7008,August,2020,2020,1.133
74294,67,Finland,7009,September,1961,1961,0.115
74295,67,Finland,7009,September,1962,1962,-0.416
74296,67,Finland,7009,September,1963,1963,2.631
74297,67,Finland,7009,September,1964,1964,-0.556
74298,67,Finland,7009,September,1965,1965,1.911
74299,67,Finland,7009,September,1966,1966,-1.889
74300,67,Finland,7009,September,1967,1967,1.981
74301,67,Finland,7009,September,1968,1968,-0.766
74302,67,Finland,7009,September,1969,1969,-0.518
74303,67,Finland,7009,September,1970,1970,-0.016
74304,67,Finland,7009,September,1971,1971,-1.001
74305,67,Finland,7009,September,1972,1972,-0.048
74306,67,Finland,7009,September,1973,1973,-2.745
74307,67,Finland,7009,September,1974,1974,2.346
74308,67,Finland,7009,September,1975,1975,1.985
74309,67,Finland,7009,September,1976,1976,-2.407
74310,67,Finland,7009,September,1977,1977,-1.318
74311,67,Finland,7009,September,1978,1978,-0.979
74312,67,Finland,7009,September,1979,1979,0.03
74313,67,Finland,7009,September,1980,1980,0.675
74314,67,Finland,7009,September,1981,1981,-0.097
74315,67,Finland,7009,September,1982,1982,-0.066
74316,67,Finland,7009,September,1983,1983,1.532
74317,67,Finland,7009,September,1984,1984,-0.421
74318,67,Finland,7009,September,1985,1985,0.172
74319,67,Finland,7009,September,1986,1986,-2.631
74320,67,Finland,7009,September,1987,1987,-0.544
74321,67,Finland,7009,September,1988,1988,1.458
74322,67,Finland,7009,September,1989,1989,1.329
74323,67,Finland,7009,September,1990,1990,-0.847
74324,67,Finland,7009,September,1991,1991,-0.764
74325,67,Finland,7009,September,1992,1992,2.143
74326,67,Finland,7009,September,1993,1993,-3.108
74327,67,Finland,7009,September,1994,1994,0.317
74328,67,Finland,7009,September,1995,1995,0.59
74329,67,Finland,7009,September,1996,1996,-0.697
74330,67,Finland,7009,September,1997,1997,1.244
74331,67,Finland,7009,September,1998,1998,0.895
74332,67,Finland,7009,September,1999,1999,2.342
74333,67,Finland,7009,September,2000,2000,0.34
74334,67,Finland,7009,September,2001,2001,2.117
74335,67,Finland,7009,September,2002,2002,0.262
74336,67,Finland,7009,September,2003,2003,1.076
74337,67,Finland,7009,September,2004,2004,1.852
74338,67,Finland,7009,September,2005,2005,1.763
74339,67,Finland,7009,September,2006,2006,2.463
74340,67,Finland,7009,September,2007,2007,0.297
74341,67,Finland,7009,September,2008,2008,-0.526
74342,67,Finland,7009,September,2009,2009,2.499
74343,67,Finland,7009,September,2010,2010,1.226
74344,67,Finland,7009,September,2011,2011,2.729
74345,67,Finland,7009,September,2012,2012,1.144
74346,67,Finland,7009,September,2013,2013,2.366
74347,67,Finland,7009,September,2014,2014,1.859
74348,67,Finland,7009,September,2015,2015,2.924
74349,67,Finland,7009,September,2016,2016,2.224
74350,67,Finland,7009,September,2017,2017,1.048
74351,67,Finland,7009,September,2018,2018,2.441
74352,67,Finland,7009,September,2019,2019,1.002
74353,67,Finland,7009,September,2020,2020,2.256
74354,67,Finland,7010,October,1961,1961,4.692
74355,67,Finland,7010,October,1962,1962,1.661
74356,67,Finland,7010,October,1963,1963,1.287
74357,67,Finland,7010,October,1964,1964,2.745
74358,67,Finland,7010,October,1965,1965,0.656
74359,67,Finland,7010,October,1966,1966,-1.0
74360,67,Finland,7010,October,1967,1967,1.81
74361,67,Finland,7010,October,1968,1968,-3.927
74362,67,Finland,7010,October,1969,1969,0.968
74363,67,Finland,7010,October,1970,1970,0.003
74364,67,Finland,7010,October,1971,1971,-0.759
74365,67,Finland,7010,October,1972,1972,0.199
74366,67,Finland,7010,October,1973,1973,-2.97
74367,67,Finland,7010,October,1974,1974,0.492
74368,67,Finland,7010,October,1975,1975,0.354
74369,67,Finland,7010,October,1976,1976,-2.848
74370,67,Finland,7010,October,1977,1977,-0.577
74371,67,Finland,7010,October,1978,1978,-0.874
74372,67,Finland,7010,October,1979,1979,-1.561
74373,67,Finland,7010,October,1980,1980,-0.316
74374,67,Finland,7010,October,1981,1981,1.344
74375,67,Finland,7010,October,1982,1982,-0.12
74376,67,Finland,7010,October,1983,1983,0.625
74377,67,Finland,7010,October,1984,1984,1.347
74378,67,Finland,7010,October,1985,1985,1.775
74379,67,Finland,7010,October,1986,1986,1.338
74380,67,Finland,7010,October,1987,1987,3.62
74381,67,Finland,7010,October,1988,1988,0.378
74382,67,Finland,7010,October,1989,1989,0.046
74383,67,Finland,7010,October,1990,1990,0.823
74384,67,Finland,7010,October,1991,1991,1.347
