Zip,City,State,Division,Parking,Pets,Food,Lounge
49769,Pellston,MI,Central,N,N,N,N
97801,Pendleton,OR,Pacific Northwest,N,N,N,N
61602,Peoria,IL,Central,N,N,N,N
92571,Perris,CA,Southwest,N,N,N,N
21903,Perryville,MD,MARC,,,,
94952,Petaluma,CA,Pacific,N,N,N,N
23803,Petersburg,VA,Southern,Y,Y,N,N
49770,Petosky,MI,Central,N,N,N,N
19104,Philadelphia,PA,Mid-Atlantic,Y,Y,N,Y
19132,Philadelphia,PA,Mid-Atlantic,N,Y,N,N
85034,Phoenix,AZ,Southwest,N,N,N,N
85034,Phoenix,AZ,Southwest,N,N,N,N
85023,Phoenix,AZ,Southwest,N,N,N,N
39466,Picayune,MS,Southern,N,N,N,N
15222,Pittsburgh,PA,Mid-Atlantic,Y,Y,N,N
1201,Pittsfield,MA,Northeast,N,Y,N,N
95667,Placerville,CA,Pacific,N,N,N,N
60545,Plano,IL,Central,N,N,N,N
12901,Plattsburgh,NY,Northeast,N,N,N,N
94588,Pleasanton,CA,Pacific,N,N,N,N
94566,Pleasanton,CA,Pacific,N,N,N,N
83851,Plummer,ID,Pacific Northwest,N,N,N,N
3264,Plymouth,NH,Northeast,N,N,N,N
21777,Point of Rocks,MD,MARC,,,,
91768,Pomona,CA,Southwest,N,N,N,N
61764,Pontiac,IL,Central,N,N,N,N
48342,Pontiac,MI,Central,N,N,N,N
63901,Poplar Bluff,MO,Central,N,N,N,N
33980,Port Charlotte,FL,Southern,N,N,N,N
12974,Port Henry,NY,Northeast,N,N,N,N
48060,Port Huron,MI,Central,Y,N,N,N
12975,Port Kent,NY,Northeast,N,N,N,N
53901,Portage,WI,Central,N,N,N,N
4102,Portland,ME,Northeast,Y,N,N,N
97209,Portland,OR,Pacific,N,N,N,N
97209,Portland,OR,Pacific Northwest,Y,Y,N,Y
3801,Portsmouth,NH,Northeast,N,N,N,N
88354,Post Falls,ID,Pacific Northwest,N,N,N,N
83855,Potlatch,ID,Pacific Northwest,N,N,N,N
12601,Poughkeepsie,NY,Northeast,N,N,N,N
89019,Primm,NV,Southwest,N,N,N,N
25907,Prince,WV,Mid-Atlantic,Y,Y,N,N
61356,Princeton,IL,Central,N,N,N,N
8550,Princeton Junction,NJ,Northeast,Y,Y,N,N
84601,Provo,UT,Pacific,N,N,N,N
93907,Prunedale,CA,Pacific,N,N,N,N
81003,Pueblo,CO,Central,N,N,N,N
99163,Pullman,WA,Pacific Northwest,N,N,N,N
73080,Purcell,OK,Central,N,N,N,N
22134,Quantico,VA,Mid-Atlantic,N,N,N,N
62301,Quincy,IL,Central,N,N,N,N
98848,Quincy,WA,Pacific Northwest,N,N,N,N
27601,Raleigh,NC,Southern,Y,N,N,Y
61866,Rantoul,IL,Central,N,N,N,N
87740,Raton,NM,Southwest,Y,N,N,N
96080,Red Bluff,CA,Pacific,N,N,N,N
55066,Red Wing,MN,Central,N,N,N,N
96001,Redding,CA,Pacific,N,N,N,N
96001,Redding,CA,Pacific,N,N,N,N
97756,Redmond,OR,Pacific Northwest,N,N,N,N
49677,Reed City,MI,Central,N,N,N,N
97467,Reedsport,OR,Pacific Northwest,N,N,N,N
89501,Reno,NV,Pacific,Y,Y,N,N
47978,Rensselaer,IN,Central,N,N,N,N
12144,Rensselaer,NY,Northeast,Y,Y,N,N
12574,Rhinecliff,NY,Northeast,Y,N,N,N
94802,Richmond,CA,Pacific,N,N,N,N
23219,Richmond,VA,Mid-Atlantic,N,N,N,N
23228,Richmond,VA,Mid-Atlantic,Y,Y,N,N
94571,Rio Vista,CA,Pacific,N,N,N,N
94585,Rio Vista Junction,CA,Pacific,N,N,N,N
99169,Ritzville,WA,Pacific Northwest,N,N,N,N
92508,Riverside,CA,Southwest,N,N,N,N
92507,Riverside,CA,Southwest,N,N,N,N
14605,Rochester,NY,Northeast,Y,Y,N,N
61201,Rock Island,IL,Central,N,N,N,N
61108,Rockford,IL,Central,N,N,N,N
49341,Rockford,MI,Central,N,N,N,N
4841,Rockland,ME,Northeast,N,N,N,N
95677,Rocklin,CA,Pacific,N,N,N,N
20850,Rockville,MD,Mid-Atlantic,N,N,N,N
27804,Rocky Mount,NC,Southern,Y,N,N,N
94928,Rohnert Park,CA,Pacific,N,N,N,N
13440,Rome,NY,Northeast,N,N,N,N
95678,Roseville,CA,Pacific,N,N,N,N
54474,Rothschild,WI,Central,N,N,N,N
12979,Rouses Point,NY,Northeast,N,N,N,N
48069,Royal Oak,MI,Central,N,N,N,N
58368,Rugby,ND,Central,Y,N,N,N
4072,Saco,ME,Northeast,N,Y,N,N
95814,Sacramento,CA,Pacific,Y,N,N,N
95814,Sacramento,CA,Pacific,N,N,N,N
48607,Saginaw,MI,Central,N,N,N,N
83860,Sagle,ID,Pacific Northwest,N,N,N,N
97301,Salem,OR,Pacific Northwest,N,N,N,N
97301,Salem,OR,Pacific Northwest,Y,Y,N,N
93901,Salinas,CA,Pacific,Y,N,N,N
21801,Salisbury,MD,Mid-Atlantic,N,N,N,N
21801,Salisbury,MD,Mid-Atlantic,N,N,N,N
28144,Salisbury,NC,Southern,N,N,N,N
84101,Salt Lake City,UT,Pacific,N,N,N,N
84101,Salt Lake City,UT,Pacific,Y,Y,N,N
78205,San Antonio,TX,Southwest,Y,Y,N,N
92410,San Bernardino,CA,Southwest,N,N,N,N
92672,San Clemente,CA,Southwest,N,N,N,N
92110,San Diego,CA,Southwest,N,N,N,N
92101,San Diego,CA,Southwest,Y,N,N,N
94105,San Francisco,CA,Pacific,Y,N,N,N
94111,San Francisco,CA,Pacific,N,N,N,N
94111,San Francisco,CA,Pacific,N,N,N,N
94103,San Francisco,CA,Pacific,N,N,N,N
94107,San Francisco,CA,Pacific,N,N,N,N
94103,San Francisco,CA,Pacific,N,N,N,N
94102,San Francisco,CA,Pacific,N,N,N,N
94133,San Francisco,CA,Pacific,N,N,N,N
95110,San Jose,CA,Pacific,Y,N,N,N
92675,San Juan Capistrano,CA,Southwest,Y,N,N,N
93401,San Luis Obispo,CA,Southwest,Y,N,N,N
93401,San Luis Obispo,CA,Southwest,N,N,N,N
78666,San Marcos,TX,Southwest,N,N,N,N
90731,San Pedro,CA,Southwest,N,N,N,N
90731,San Pedro,CA,Southwest,N,N,N,N
79848,Sanderson,TX,Southwest,N,N,N,N
83864,Sandpoint,ID,Pacific Northwest,N,N,N,N
83864,Sandpoint,ID,Pacific Northwest,N,N,N,N
44870,Sandusky,OH,Central,N,N,N,N
32771,Sanford,FL,Southern,Y,N,N,N
92701,Santa Ana,CA,Southwest,Y,N,N,N
93101,Santa Barbara,CA,Southwest,Y,N,N,N
95054,Santa Clara,CA,Pacific,N,N,N,N
95050,Santa Clara,CA,Pacific,N,N,N,N
91321,Santa Clarita,CA,Southwest,N,N,N,N
95060,Santa Cruz,CA,Pacific,N,N,N,N
87501,Santa Fe,NM,Southwest,N,N,N,N
93455,Santa Maria,CA,Southwest,N,N,N,N
93060,Santa Paula,CA,Southwest,N,N,N,N
95401,Santa Rosa,CA,Pacific,N,N,N,N
34231,Sarasota,FL,Southern,N,N,N,N
12866,Saratoga Springs,NY,Northeast,Y,N,N,N
12866,Saratoga Springs,NY,Northeast,N,N,N,N
49783,Sault Sainte Marie,MI,Central,N,N,N,N
31401,Savannah,GA,Southern,Y,Y,N,N
12305,Schenectady,NY,Northeast,Y,Y,N,N
70395,Schriever,LA,Central,N,N,N,N
95565,Scotia,CA,Pacific,N,N,N,N
95066,Scotts Valley,CA,Pacific,N,N,N,N
4974,Searsport,ME,Northeast,N,Y,N,N
93955,Seaside,CA,Pacific,N,N,N,N
97301,Seaside,OR,Pacific Northwest,N,N,N,N
98104,Seattle,WA,Pacific Northwest,Y,Y,N,N
98121,Seattle,WA,Pacific,N,N,N,N
33870,Sebring,FL,Southern,Y,N,N,N
65301,Sedalia,MO,Central,N,N,N,N
86336,Sedona,AZ,Southwest,N,N,N,N
27576,Selma,NC,Southern,N,N,N,N
54166,Shawano,WI,Central,N,N,N,N
53081,Sheboygan,WI,Central,N,N,N,N
59474,Shelby,MT,Pacific Northwest,Y,Y,N,N
71109,Shreveport,LA,Southwest,N,N,N,N
93063,Simi Valley,CA,Southwest,N,N,N,N
98288,Skykomish,WA,Pacific Northwest,N,N,N,N
98288,Skykomish,WA,Pacific Northwest,N,N,N,N
70458,Slidell,LA,Southern,N,N,N,N
95567,Smith River,CA,Pacific,N,N,N,N
92075,Solana Beach,CA,Southwest,Y,N,N,N
93463,Solvang,CA,Southwest,N,N,N,N
8083,Somerdale,NJ,Northeast,N,Y,N,N
61080,South Beloit,IL,Central,N,N,N,N
46628,South Bend,IN,Central,Y,Y,N,N
96151,South Lake Tahoe,CA,Pacific,N,N,N,N
41174,South Shore,KY,Central,N,N,N,N
28387,Southern Pines,NC,Southern,N,N,N,N
89431,Sparks,NV,Pacific,N,Y,N,N
29303,Spartanburg,SC,Southern,N,N,N,N
99201,Spokane,WA,Pacific Northwest,Y,Y,N,N
62701,Springfield,IL,Central,Y,Y,N,N
56304,St. Cloud,MN,Central,N,N,N,N
84770,St. George,UT,Southwest,N,N,N,N
49781,St. Ignace,MI,Central,N,N,N,N
49085,St. Joseph,MI,Central,N,N,N,N
63103,St. Louis,MO,Central,Y,Y,N,Y
55114,St. Paul,MN,Central,Y,Y,N,Y
58784,Stanley,ND,Pacific Northwest,N,N,N,N
54768,Stanley,WI,Central,N,N,N,N
98292,Stanwood,WA,Pacific Northwest,N,N,N,N
56479,Staples,MN,Central,N,N,N,N
96150,Stateline,CA,Pacific,N,N,N,N
89449,Stateline,NV,Pacific,N,Y,N,N
24401,Staunton,VA,Mid-Atlantic,N,Y,N,N
98826,Stevens Pass,WA,Pacific Northwest,N,N,N,N
54481,Stevens Point,WI,Central,N,N,N,N
54481,Stevens Point,WI,Central,N,N,N,N
95203,Stockton,CA,Pacific,Y,N,N,N
95202,Stockton,CA,Pacific,N,N,N,N
53177,Sturtevant,WI,Central,N,N,N,N
94585,Suisun City,CA,Pacific,N,N,N,N
60501,Summit,IL,Central,N,N,N,N
92586,Sun City-Menifee,CA,Southwest,N,N,N,N
97707,Sunriver,OR,Pacific Northwest,N,N,N,N
93437,Surf,CA,Southwest,N,N,N,N
13209,Syracuse,NY,Northeast,N,N,N,N
13208,Syracuse,NY,Northeast,Y,Y,N,N
98421,Tacoma,WA,Pacific Northwest,Y,Y,N,N
33602,Tampa,FL,Southern,Y,N,N,N
48763,Tawas City,MI,Central,N,N,N,N
76574,Taylor,TX,Southwest,N,N,N,N
93561,Tehachapi,CA,Southwest,N,N,N,N
76501,Temple,TX,Southwest,Y,N,N,N
71854,Texarkana,AR,Southwest,Y,Y,N,N
97058,The Dalles,OR,Pacific Northwest,N,N,N,N
32159,The Villages,FL,Southern,N,N,N,N
25936,Thurmond,WV,Mid-Atlantic,N,N,N,N
12883,Ticonderoga,NY,Northeast,N,N,N,N
30577,Toccoa,GA,Southern,N,N,N,N
43604,Toledo,OH,Central,Y,Y,N,N
97391,Toledo,OR,Pacific Northwest,N,N,N,N
54660,Tomah,WI,Central,N,N,N,N
66607,Topeka,KS,Central,Y,N,N,N
90502,Torrance,CA,Southwest,N,N,N,N
95376,Tracy,CA,Pacific,N,N,N,N
95377,Tracy,CA,Pacific,N,N,N,N
49684,Traverse City,MI,Central,N,N,N,N
8609,Trenton,NJ,Northeast,Y,Y,N,N
81082,Trinidad,CO,Southwest,N,N,N,N
96161,Truckee,CA,Pacific,N,N,N,N
85701,Tucson,AZ,Southwest,Y,Y,N,N
98188,Tukwila,WA,Pacific Northwest,N,N,N,N
86023,Tusayan,AZ,Southwest,N,N,N,N
35401,Tuscaloosa,AL,Southern,Y,N,N,N
83301,Twin Falls,ID,Pacific Northwest,N,N,N,N
16686,Tyrone,PA,Mid-Atlantic,N,N,N,N
95482,Ukiah,CA,Pacific,N,N,N,N
13501,Utica,NY,Northeast,Y,Y,N,N
81657,Vail,CO,Central,N,N,N,N
97918,Vale,OR,Pacific Northwest,N,N,N,N
94589,Vallejo,CA,Pacific,N,N,N,N
94589,Vallejo,CA,Pacific,N,N,N,N
91405,Van Nuys,CA,Southwest,Y,N,N,N
98660,Vancouver,WA,Pacific Northwest,Y,Y,N,N
93003,Ventura,CA,Southwest,N,N,N,N
92395,Victorville,CA,Southwest,N,N,N,N
92395,Victorville,CA,Southwest,N,N,N,N
23451,Virginia Beach,VA,Mid-Atlantic,N,Y,N,N
93291,Visalia,CA,Pacific,N,N,N,N
32694,Waldo,FL,Southern,N,N,N,N
4572,Waldoboro,ME,Northeast,N,Y,N,N
99362,Walla Walla,WA,Pacific Northwest,N,N,N,N
6492,Wallingford,CT,Northeast,N,Y,N,N
49796,Walloon Lake,MI,Central,N,N,N,N
72476,Walnut Ridge,AR,Central,N,N,N,N
64093,Warrensburg,MO,Central,N,N,N,N
97146,Warrenton,OR,Pacific Northwest,N,N,N,N
93280,Wasco,CA,Pacific,N,N,N,N
20002,Washington,DC,Mid-Atlantic,Y,Y,N,Y
63090,Washington,MO,Central,N,N,N,N
5676,Waterbury,VT,Northeast,N,Y,N,N
46793,Waterloo,IN,Central,N,N,N,N
54981,Waupaca,WI,Central,N,N,N,N
53963,Waupun,WI,Central,N,N,N,N
54403,Wausau,WI,Central,N,N,N,N
4090,Wells,ME,Northeast,N,Y,N,N
98801,Wenatchee,WA,Pacific Northwest,N,N,N,N
59936,West Glacier,MT,Pacific Northwest,N,N,N,N
2892,West Kingston,RI,Northeast,Y,Y,N,N
33407,West Palm Beach,FL,Southern,N,N,N,N
33401,West Palm Beach,FL,Southern,Y,N,N,N
90045,Westchester,CA,Southwest,N,N,N,N
2891,Westerly,RI,Northeast,Y,Y,N,N
53964,Westfield,WI,Central,N,N,N,N
12993,Westport,NY,Northeast,N,N,N,N
2090,Westwood,MA,Northeast,Y,Y,N,N
97503,White City,OR,Pacific,N,N,N,N
5001,White River Junction,VT,Northeast,N,N,N,N
24986,White Sulphur Springs,WV,Mid-Atlantic,N,N,N,N
59937,Whitefish,MT,Pacific Northwest,Y,Y,N,N
12887,Whitehall,NY,Northeast,N,N,N,N
34785,Wildwood,FL,Southern,N,N,N,N
86046,Williams,AZ,Southwest,N,N,N,N
86046,Williams Junction,AZ,Southwest,N,N,N,N
23185,Williamsburg,VA,Mid-Atlantic,Y,Y,N,N
58801,Williston,ND,Pacific Northwest,Y,Y,N,N
95490,Willits,CA,Pacific,N,N,N,N
19801,Wilmington,DE,Mid-Atlantic,Y,Y,N,N
27893,Wilson,NC,Southern,Y,Y,N,N
6095,Windsor,CT,Northeast,N,Y,N,N
5089,Windsor,VT,Northeast,N,N,N,N
6096,Windsor Locks,CT,Northeast,N,Y,N,N
89445,Winnemucca,NV,Pacific,N,Y,N,N
55987,Winona,MN,Central,Y,Y,N,N
86047,Winslow,AZ,Southwest,N,N,N,N
27110,Winston-Salem,NC,Southern,N,N,N,N
27101,Winston-Salem,NC,Southern,N,N,N,N
33880,Winter Haven,FL,Southern,Y,N,N,N
32789,Winter Park,FL,Southern,Y,N,N,N
4578,Wiscasset,ME,Northeast,N,Y,N,N
53965,Wisconsin Dells,WI,Central,N,N,N,N
98673,Wishram,WA,Pacific Northwest,N,N,N,N
54499,Wittenberg,WI,Central,N,N,N,N
1801,Woburn,MA,Northeast,N,Y,N,N
59201,Wolf Point,MT,Pacific Northwest,Y,N,N,N
22194,Woodbridge,VA,Mid-Atlantic,N,Y,N,N
1604,Worcester,MA,Northeast,Y,Y,N,N
39194,Yazoo City,MS,Central,N,N,N,N
29945,Yemassee,SC,Southern,N,N,N,N
10701,Yonkers,NY,Northeast,N,N,N,N
95389,Yosemite National Park,CA,Pacific,N,N,N,N
95389,Yosemite National Park,CA,Pacific,N,N,N,N
95389,Yosemite National Park,CA,Pacific,N,N,N,N
95389,Yosemite National Park,CA,Pacific,N,N,N,N
95389,Yosemite National Park,CA,Pacific,N,N,N,N
95389,Yosemite National Park,CA,Pacific,N,N,N,N
95389,Yosemite National Park,CA,Pacific,N,N,N,N
85364,Yuma,AZ,Southwest,N,N,N,N
